Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Realme Narzo N65,"[{'128GB 4GB RAM': '₹\u200911,499'}, {'128GB 6GB RAM': '₹\u200912,498'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 28, 40, 41","HSPA, LTE, 5G",165.6 x 76.1 x 7.9 mm (6.52 x 3.00 x 0.31 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"6.67 inches, 107.2 cm","720 x 1604 pixels, 20:9 ratio (~264 ppi density)","Android 14, Realme UI 5.0",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), PDAF,
Auxiliary lens/sensor","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,15W wired,"Amber Gold, Deep Green",
Realme C63,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",167.3 x 76.7 x 7.7 mm (6.59 x 3.02 x 0.30 in),189 g or 191 g (6.67 oz),"Glass front, plastic back or silicone polymer back (eco leather), plastic frame",Nano-SIM + Nano-SIM,"6.75 inches, 110.0 cm","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",Android 14,Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), 1/2.5"", PDAF,
Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide), 1/4.0""",720p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",Yes (market/region dependent),Unspecified,USB Type-C 2.0,5000 mAh,45W wired,"Leather Blue, Jade Green",About 120 EUR
Realme Narzo N63,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",167.3 x 76.7 x 7.7 mm (6.59 x 3.02 x 0.30 in),189 g or 191 g (6.67 oz),"Glass front, plastic back or silicone polymer back (eco leather), plastic frame",Nano-SIM + Nano-SIM,"6.75 inches, 110.0 cm","720 x 1600 pixels, 20:9 ratio (~260 ppi density)","Android 14, Realme UI 5.0",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","50 MP, f/1.8, (wide), 1/2.5"", PDAF,
Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, (wide), 1/4.0""",720p@30fps,"Yes, with dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,45W wired,"Leather Blue, Twilight Purple",About 90 EUR
Realme GT 6,"[{'256GB 12GB RAM': '$\u2009795.00'}, {'512GB 16GB RAM': '$\u2009855.00'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G",162 x 75.1 x 8.6 mm (6.38 x 2.96 x 0.34 in),199 g (7.02 oz),"Glass front (Gorilla Glass Victus 2), plastic frame, glass back",Nano-SIM + Nano-SIM,"6.78 inches, 111.7 cm",1264 x 2780 pixels (~450 ppi density),"Android 14, up to 3 major Android upgrades, Realme UI 5.0",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.7, (wide), 1/1.4"", PDAF, OIS,
50 MP, f/2.0, 47mm (telephoto), 1/2.8"", PDAF,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm","Color spectrum sensor, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS","32 MP, f/2.5, 22mm (wide), 1/2.74""","4K@30fps, 1080p@30fps","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.4, A2DP, LE, aptX HD, LHDC","Yes, 360˚",No,USB Type-C 2.0,5500 mAh,"120W wired, 50% in 10 min, 100% in 28 min","Fluid Sliver, Razor Green",
Realme V60,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE, 5G",165.6 x 76.1 x 7.9 mm (6.52 x 3.00 x 0.31 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,"6.67 inches, 107.2 cm","720 x 1604 pixels, 20:9 ratio (~264 ppi density)","Android 14, Realme UI 5.0",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 256GB 8GB RAM","32 MP, f/1.9, 27mm (wide), 1/3.1"", 0.7µm, PDAF,
Auxiliary lens","LED flash, panorama",1080p@30fps,"8 MP, f/2.0, 25mm (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE",No,No,USB Type-C 2.0,Li-Po 5000 mAh,15W wired,"Gold, Green",About 160 EUR
Realme 12 4G,[{'256GB 8GB RAM': '$\u2009485.00'}],GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"6.67 inches, 107.4 cm","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)","Android 14, Realme UI 5.0",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","50 MP, f/1.9, 26mm (wide), 1/1.95"", PDAF, OIS,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,"Yes, with dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","Yes, 360˚",Unspecified,USB Type-C 2.0,5000 mAh,"67W wired, 50% in 19 min","Skyline Silver, Pioneer Green",
Realme C61 (India),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",167.3 x 76.7 x 7.8 mm (6.59 x 3.02 x 0.31 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"6.78 inches, 102.1 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 14, Realme UI 5.0",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","32 MP, f/1.8, (wide), PDAF,
Auxiliary lens","LED flash, panorama",1080p@30fps,"5 MP, (wide)",Yes,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE",No,Unspecified,USB Type-C 2.0,5000 mAh,10W wired,"Safari Green, Marble Black",About 90 EUR
Realme 9i 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.9 cm","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 12, upgradable to Android 13, Realme UI 4.0",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF,
Unspecified MP, 46mm (telephoto),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"Soulful Blue, Rocking Black, Gold",About 180 EUR
Realme C33,"[{'32GB 3GB RAM': '₹\u20096,990'}, {'64GB 4GB RAM': '₹\u20097,990'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, Realme UI S",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","50 MP, (wide), PDAF,
0.3 MP, f/2.8, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,Unspecified,microUSB 2.0,5000 mAh,10W wired,"Sandy Gold, Aqua Blue, Night Sea",
Realme C30s,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.2 x 75.7 x 8.5 mm (6.46 x 2.98 x 0.33 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, Realme UI Go",,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","8 MP, (wide), 1/4.0"", 1.12µm,
","LED flash, HDR, panorama",1080p@30fps,"5 MP, (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP",No,Unspecified,"microUSB 2.0, OTG",5000 mAh,10W wired,"Stripe Blue, Stripe Black",About 100 EUR
Realme 10,"[{'128GB 8GB RAM': '$\u2009515.00'}, {'256GB 8GB RAM': '$\u2009389.00'}, {'64GB 4GB RAM': '₹\u200910,490'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE",159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 12, Realme UI 3.0",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 27mm (wide), 1/2.76"", PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD, aptX Adaptive",Yes (market/region dependent),No,"USB Type-C 2.0, OTG",5000 mAh,"33W wired, 50% in 28 min","White, Blue",
Realme 10 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.9 cm","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 12, Realme UI 3.0",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF,
Unspecified MP, f/2.8, 46mm (telephoto),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,"USB Type-C 2.0, OTG",5000 mAh,"33W wired, 50% in 30 min","Black, Gold",About 180 EUR
Realme 10 Pro,"[{'128GB 8GB RAM': '$\u2009555.00'}, {'128GB 6GB RAM': '₹\u200912,099'}]",GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.7 x 74.2 x 8.1 mm or 8.3 mm,190 g / 192 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, upgradable to Android 14, Realme UI 5.0",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.8 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, 25mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE",Yes (market/region dependent),No,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Dark Matter, Hyperspace Gold, Nebula Blue, Coca-Cola edition",
Realme 10 Pro+,"[{'128GB 8GB RAM': '$\u2009719.00'}, {'256GB 12GB RAM': '$\u2009585.00'}, {'128GB 6GB RAM': '₹\u200918,999'}]",GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International","HSPA, LTE, 5G",161.5 x 73.9 x 7.8 mm or 8 mm,173 g / 175 g (6.10 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 13, Realme UI 4.0",Mediatek Dimensity 1080 (6 nm) - version 1,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55) - version 1,Mali-G68 MC4 - version 1,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF,
8 MP, f/2.2, 16mm, 112˚ (ultrawide),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS","16 MP, f/2.5, 25mm (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.2, A2DP, LE, aptX HD",Yes (market/region dependent),No,USB Type-C 2.0,5000 mAh,"67W wired, PD3.0, 50% in 17 min","Dark Matter Black, Nebula Blue, Hyperspace",
Realme V20,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE, 5G",164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),184 g (6.49 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, ColorOS 12",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM","13 MP, (wide), PDAF,
0.3 MP, f/2.8, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,WLANYes,Yes,Unspecified,No,USB Type-C 2.0,5000 mAh,10W wired,"Black, Blue",About 160 EUR
Realme 10s,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.9 cm","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 12, Realme UI 3.0",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF,
0.3 MP, f/2.8, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,"USB Type-C 2.0, OTG",5000 mAh,"33W wired, 50% in 33 min","Black, Blue",About 150 EUR
Realme V30,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 , LTE,"HSPA, LTE, 5G",8.1 mm thickness,186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, Realme UI 3.0",Mediatek,,,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM","13 MP, (wide), AF,
0.3 MP, f/2.8, (depth)","LED flash, HDR, panorama",1080p@30fps,5 MP (wide),720p@30fps,Yes,Yes,WLANYes,Yes,Unspecified,No,USB Type-C 2.0,5000 mAh,,"Black, Gold",About 150 EUR
Realme GT Neo 5,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 , HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, upgradable to Android 14, Realme UI 5.0",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/3.3, 20mm (microscope)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD",Yes (dual side),No,USB Type-C 2.0,5000 mAh,150W wired,"Purple, Black, White",About 340 EUR
Realme GT Neo 5 240W,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 , HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"6.74 inches, 109.2 cm","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)","Android 13, Realme UI 4.0",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/3.3, 20mm (microscope)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, 25mm (wide), 1/3.09"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD",Yes (dual side),No,USB Type-C 2.0,4600 mAh,"240W wired, 50% in 4 min, 100% in 10 min","Purple, Black, White",About 440 EUR
Realme C55,"[{'128GB 6GB RAM': '$\u2009445.00'}, {'256GB 8GB RAM': '$\u2009475.00'}, {'64GB 6GB RAM': '₹\u200911,085'}]",GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.72 inches, 109.0 cm","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Android 13, Realme UI 4.0",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, (wide), 1/2.0"", PDAF,
2 MP, (depth)","LED flash, HDR, panorama",1080p@30/60fps,"8 MP, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE","Yes, 360˚ (market/region dependent)",No,USB Type-C 2.0,5000 mAh,"33W wired, 50% in 29 min","Sun Shower, Rainy Night, Rainforest",
Realme C33 2023,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, Realme UI S",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","50 MP, (wide), PDAF,
0.3 MP, f/2.8, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm",720p@30fps,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"5.0, A2DP, LE",No,Unspecified,microUSB 2.0,5000 mAh,10W wired,"Sandy Gold, Aqua Blue, Night Sea",About 110 EUR
Realme 10T,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G",164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.9 cm","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 12, Realme UI 3.0",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF,
Unspecified MP, f/2.8, 46mm (telephoto),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",No,No,"USB Type-C 2.0, OTG",5000 mAh,18W wired,"Electric Black, Dash Blue",About 200 EUR
