Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
OnePlus 7 Pro,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.67 inches, 108.8 cm","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Android 9.0 (Pie), upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS,
16 MP, f/2.2, 17mm (ultrawide), AF","Laser AF, Dual-LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4000 mAh, non-removable",30W wired,"Mirror Grey, Almond, Nebula Blue",About 590 EUR
OnePlus 7 Pro 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.67 inches, 109.2 cm","1440 x 3120 pixels, 19.5:9 ratio (~515 ppi density)","Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.4, 78mm (telephoto), 3x zoom, PDAF, OIS,
16 MP, f/2.2, 13mm (ultrawide)","Laser AF, Dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4000 mAh, non-removable",30W wired,"Mirror Grey, Almond, Nebula Blue",About 800 EUR
OnePlus 7T,[{'128GB 8GB RAM': '$\u2009109.95'}],GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - EU","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps",160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in),190 g (6.70 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.6, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
12 MP, f/2.2, 51mm (telephoto), 1.0µm, PDAF, 2x optical zoom,
16 MP, f/2.2, 17mm (ultrawide), AF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 3800 mAh, non-removable",30W wired,"Frosted Silver, Glacier Blue, White",
OnePlus 7T Pro,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.67 inches, 108.8 cm","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Android 10, upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS,
16 MP, f/2.2, 17mm (ultrawide), AF","Laser AF, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4085 mAh, non-removable",30W wired,"Haze Blue, McLaren Edition",About 1030 EUR
OnePlus 7T Pro 5G McLaren,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.67 inches, 108.8 cm","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Android 10, OxygenOS 10.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,256GB 12GB RAM,"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom,
16 MP, f/2.2, 13mm (ultrawide), AF","Laser AF, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4085 mAh, non-removable",30W wired,Papaya Orange,About 800 EUR
OnePlus 8 5G (T-Mobile),,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 41, 46, 48, 66, 71","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front, glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, OxygenOS 10.0",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,128GB 8GB RAM,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 116˚ (ultrawide),
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4300 mAh,"30W wired, 50% in 22 min","Onyx Black, Interstellar Glow",About 650 EUR
OnePlus 8 5G UW (Verizon),,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 38, 39, 40, 41, 46, 48, 66, 71","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front, glass back (Gorilla Glass 5), aluminum frame",Nano-SIM (pre-installed),"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, OxygenOS 10.0",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,128GB 8GB RAM,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 116˚ (ultrawide),
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4300 mAh,"30W wired, 50% in 22 min","Onyx Black, Polar Silver",About 740 EUR
OnePlus 8,"[{'128GB 8GB RAM': '$\u20091,085.00'}, {'256GB 12GB RAM': '$\u2009499.95'}]",GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/3.6"", 1.0µm,
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4300 mAh,"30W wired, 50% in 22 min","Onyx Black, Glacial Green, Interstellar Glow, Polar Silver",
OnePlus 8 Pro,"[{'256GB 12GB RAM': '$\u2009289.95'}, {'128GB 8GB RAM': '€\u2009214.86'}]",GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL",165.3 x 74.4 x 8.5 mm (6.51 x 2.93 x 0.33 in),199 g (7.02 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.78 inches, 111.7 cm",1440 x 3168 pixels (~513 ppi density),"Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 25mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, OIS,
8 MP, f/2.4, (telephoto), 1/1.0µm, PDAF, OIS, 3x optical zoom,
48 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/2.0"", 0.8µm, PDAF,
5 MP, f/2.4, (Color filter camera)","Laser AF, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.5, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG","Li-Po 4510 mAh, non-removable","30W wired, 50% in 23 min","Glacial Green, Ultramarine Blue, Onyx Black",
OnePlus Nord,"[{'128GB 8GB RAM': '$\u2009525.00'}, {'256GB 12GB RAM': '£\u2009164.99'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Europe","HSPA 42.2/5.76 Mbps, LTE (CA) Cat18 1200/150 Mbps, 5G",158.3 x 73.3 x 8.2 mm (6.23 x 2.89 x 0.32 in),184 g (6.49 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",Nano-SIM + Nano-SIM,"6.44 inches, 100.6 cm","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Android 10, upgradable to Android 12, OxygenOS 12",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
8 MP, f/2.3, 119˚ (ultrawide),
5 MP, f/2.4, (depth),
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps, gyro-EIS","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm,
8 MP, f/2.5, 105˚ (ultrawide), 1/4.0"", 1.12µm","4K@30/60fps, 1080p@30/60fps",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4115 mAh,"30W wired, 70% in 30 min","Blue Marble, Gray Onyx (Gray Ash)",
OnePlus 8T+ 5G,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/200 Mbps, 5G 7.5 Gbps DL",160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in),-,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 11, OxygenOS 11",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,256GB 12GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm,
5 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4500 mAh,"65W wired, 100% in 39 min","Aquamarine Green, Lunar Silver",About 640 EUR
OnePlus 8T,"[{'128GB 8GB RAM': '$\u2009209.95'}, {'256GB 12GB RAM': '$\u2009144.94'}]",GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 66 - EU","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/200 Mbps, 5G 7.5 Gbps DL",160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 11, upgradable to Android 14, OxygenOS 14",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm,
5 MP, f/2.4, (macro),
2 MP, f/2.4, (monochrome)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4500 mAh,"65W wired, 100% in 39 min","Aquamarine Green, Lunar Silver, Cyberpunk 2077 Edition",
OnePlus Nord N100,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41 - International","HSPA 42.2/5.76 Mbps, LTE (CA) Cat13 400/50 Mbps",164.9 x 75.1 x 8.5 mm (6.49 x 2.96 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 3), plastic frame",Nano-SIM + Nano-SIM,"6.52 inches, 102.6 cm","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10, OxygenOS 10.5.9",Qualcomm SM4250 Snapdragon 460 (11 nm),Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240),Adreno 610,microSDXC,64GB 4GB RAM,"13 MP, f/2.2, (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","8 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",,FM radio,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,18W wired,Midnight Frost,About 80 EUR
OnePlus Nord N10 5G,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41, 66 - International","HSPA 42.2/5.76 Mbps, LTE (CA) Cat18 1024/150 Mbps, 5G",163 x 74.7 x 9 mm (6.42 x 2.94 x 0.35 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.49 inches, 101.7 cm","1080 x 2400 pixels, 20:9 ratio (~406 ppi density)","Android 10, OxygenOS 10.5",Qualcomm SM6350 Snapdragon 690 5G (8 nm),Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver),Adreno 619L,microSDXC,128GB 6GB RAM,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide),
2 MP, f/2.4, (depth),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS","16 MP, f/2.1","1080p@30/60fps, gyro-EIS","Yes, with dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4300 mAh,30W wired,Midnight Ice,About 250 EUR
OnePlus 9R,"[{'256GB 12GB RAM': '$\u20091,055.00'}, {'128GB 8GB RAM': '₹\u200922,899'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41, 46","HSPA 42.2/5.76 Mbps, LTE (CA) Cat18 1200/200 Mbps, 5G",161 x 74.1 x 8.4 mm (6.34 x 2.92 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm,
5 MP, f/2.4, (macro),
2 MP, f/2.4, (monochrome)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 3.1, OTG",Li-Po 4500 mAh,"65W wired, 100% in 39 min","Carbon Black, Lake Blue",
